Al, 57.3903
Ga, 50.6757  
In, 62.8874 
Tl, 51.2613  
Nh, 28.21
Si, 40.0133  
Ge, 42.4736 
Sn, 58.5346 
Pb, 44.7333  
Fl, 23.06 
P, 24.9421 
As, 28.9700 
Sb, 41.9923  
Bi, 46.58
Mc, 68.66
S, 19.4036  
Se, 24.7162  
Te, 36.8113  
Po, 43.3247 
Lv, 74.9
Cl, 14.4256 
Br, 20.0462 
I, 31.2801 
At, 36.9367 
Ts, 65.14
He,1.38
Ne,2.57
Ar,11.025
Kr,16.80 
Xe,27.20 
Rn,35.09 
Og,55.16 
Be,37.69 
Mg,71.40 
Ba,281.50
Ca,159.24
Sr,203.59
Ra,254.94
K,323.92
Rb,323.33
Cs,476.94
Fr,382.74
