B, 132.445
Al, 648.762 
Tl, 940.596
C, 65.535
Si, 381.003
N, 34.897
P, 221.066
O, 19.975
S, 131.561
F, 11.819
Cl, 84.573
Nh, 1496.263
Ga, 578.083
In, 858.556
Ge, 438.302
Sn, 685.853
Ts, 14618.218
Lv, 34265.651
He, 2.50
Ar, 54.25
Kr, 102.83
Xe, 246.78
Rn, 296.15
Og, 643.50
Ne, 7.35
Br, 129.51
Se, 180.20
As, 259.032
Sb, 496.02
Bi, 624.49
At, 372.62
